15707	1.222317	0.772302	2
2268	0.000000	0.149145	2
11225	3.966865	1.617917	2
7953	6.210929	0.365469	2
34739	1.974230	0.850184	1
73950	9.780149	1.272418	1
46839	11.972934	1.025661	3
68811	10.115158	0.213475	1
39807	10.786226	0.052764	3
63323	7.184864	1.236051	1
14166	7.917572	0.842819	2
18904	12.775730	1.246697	3
14004	0.786464	0.068499	2
12781	2.107548	1.665875	2
0	3.265320	0.243622	2
72036	9.777642	1.212049	1
34143	10.322506	1.389032	3
25377	13.397352	1.401365	3
42365	12.603239	0.166523	3
41832	7.937300	1.529782	3
8724	7.822724	0.890856	2
46063	4.807559	0.281306	1
69380	12.709554	1.177821	1
5510	5.822184	1.015344	2
16499	0.462467	1.421526	2
23845	0.561653	1.613198	1
3389	2.823001	0.779586	2
40920	3.860048	1.517035	1
60156	3.844098	0.863600	1
70023	12.585463	0.346378	1
5449	3.502038	0.127575	2
58509	2.677231	1.244845	1
10454	7.594024	1.135029	3
70397	12.573743	1.230642	1
6373	4.706775	0.893159	2
41091	11.820873	0.412486	3
53193	4.507708	1.147738	1
30861	9.769992	0.754867	3
76121	14.286436	0.169286	1
48436	5.996938	0.586873	3
39301	1.904147	0.982558	1
47950	8.619227	1.641963	3
9227	2.133847	1.071617	2
44634	2.220308	1.163194	1
73763	12.841849	0.162794	1
27442	11.851539	1.220067	3
33105	10.557466	0.700953	3
51943	3.533501	0.929856	1
23277	14.078814	1.564922	3
57097	10.317314	0.326853	1
3655	3.261446	1.303474	2
23135	1.905302	1.131761	1
54607	8.028553	1.544689	3
33758	9.755308	0.065910	3
13303	3.766134	0.397234	2
16367	8.723606	0.269052	2
35915	7.795695	1.456450	3
49280	9.623475	1.507143	3
0	4.476948	0.038034	2
26430	3.214043	1.137952	1
56347	0.697019	0.872799	1
37363	11.390000	0.186955	3
54384	12.879584	0.482416	3
43952	5.712322	1.380215	1
53337	3.368402	1.673904	1
74010	10.134960	1.486309	1
3220	0.757248	1.163546	2
36915	6.955734	0.104358	3
45063	12.485767	0.255299	3
36724	8.061505	0.836028	3
44340	5.454726	0.821679	1
8216	7.782098	0.658015	2
57762	5.167952	0.379309	1
53006	3.763472	0.494605	1
15687	9.751267	0.434740	3
35549	8.154493	0.513520	3
41501	8.734128	1.584892	3
47890	1.834841	1.347793	1
71680	12.816115	1.347701	1
34802	2.117636	0.282868	1
69892	9.204245	1.557471	1
13471	2.233503	0.829280	2
4717	0.000000	0.361902	2
51963	1.874591	1.121978	1
44809	13.136832	0.715580	3
26283	10.886976	0.474004	3
8366	5.887269	1.306795	2
6381	4.744907	0.858069	2
82067	14.998206	1.553907	1
41051	12.073185	0.887341	3
42277	11.642614	0.040004	3
27462	4.345618	0.916781	1
25527	2.173936	0.363487	1
76793	11.910261	1.672558	1
44161	3.527969	1.256015	1
10684	3.237037	0.742325	2
45093	7.482158	0.161314	3
55798	0.000000	0.559473	1
25747	12.413491	0.988517	3
40943	8.261884	0.629209	3
9694	2.462154	0.027011	2
67843	9.032876	1.689225	1
3766	0.514927	1.058052	2
66321	6.911343	0.393836	1
39507	9.356737	1.167167	3
51985	2.954508	0.842144	1
33906	12.976648	0.821689	3
59624	3.899157	0.731211	1
24846	3.539817	0.071133	1
6601	0.000000	1.198670	2
64303	9.683949	1.375891	1
68812	8.336564	0.064297	1
57520	4.368894	0.998788	1
68048	13.232103	0.939081	1
73877	10.925730	0.850061	1
56074	4.540081	0.906002	1
28299	4.863882	1.047602	1
14003	0.000000	1.679677	2
9908	6.285199	0.159586	2
8053	2.372320	1.155532	2
80719	12.005273	0.052649	1
0	1.324011	1.088688	2
68154	9.599248	1.375201	1
9549	0.000000	0.877016	2
12220	3.919987	0.359872	2
24338	1.405800	0.521686	1
37826	5.132130	1.113278	1
9213	5.574651	0.583706	2
63762	6.156809	1.051425	1
32923	11.630877	1.596012	3
10990	12.921430	0.667867	3
8251	4.651437	0.998676	2
78711	12.302767	1.661378	1
23216	2.695407	0.721581	1
13413	0.350629	1.015017	2
66755	6.340097	0.421748	1
13461	1.635683	1.329693	2
27938	14.551981	0.150037	3
6289	2.370752	0.754737	2
78136	16.518652	0.964959	1
51128	1.561898	0.009882	1
5194	5.851736	1.694410	2
71864	9.255958	0.646962	1
8573	0.461225	0.344988	2
